t,s	beta=200, m=067,  v=30m/s
2.36438E+01	-1.16565E-02
2.36465E+01	-1.17254E-02
2.36492E+01	-1.17949E-02
2.36519E+01	-1.18648E-02
2.36542E+01	-1.19244E-02
2.36565E+01	-1.19842E-02
2.36588E+01	-1.20442E-02
2.36611E+01	-1.21043E-02
2.36635E+01	-1.21652E-02
2.36658E+01	-1.22262E-02
2.36681E+01	-1.22871E-02
2.36704E+01	-1.23481E-02
2.36724E+01	-1.23983E-02
2.36743E+01	-1.24485E-02
2.36762E+01	-1.24986E-02
2.36781E+01	-1.25486E-02
2.36815E+01	-1.26359E-02
2.36848E+01	-1.27226E-02
2.36882E+01	-1.28085E-02
2.36916E+01	-1.28936E-02
2.36949E+01	-1.29768E-02
2.36982E+01	-1.30589E-02
2.37016E+01	-1.31399E-02
2.37049E+01	-1.32197E-02
2.37077E+01	-1.32873E-02
2.37106E+01	-1.33541E-02
2.37135E+01	-1.34199E-02
2.37163E+01	-1.34849E-02
2.37186E+01	-1.35369E-02
2.37209E+01	-1.35882E-02
2.37233E+01	-1.36389E-02
2.37256E+01	-1.36889E-02
2.37279E+01	-1.37383E-02
2.37302E+01	-1.37870E-02
2.37325E+01	-1.38349E-02
2.37348E+01	-1.38821E-02
2.37369E+01	-1.39236E-02
2.37390E+01	-1.39644E-02
2.37410E+01	-1.40046E-02
2.37431E+01	-1.40440E-02
2.37477E+01	-1.41296E-02
2.37523E+01	-1.42117E-02
2.37569E+01	-1.42903E-02
2.37615E+01	-1.43655E-02
2.37660E+01	-1.44352E-02
2.37704E+01	-1.45017E-02
2.37749E+01	-1.45648E-02
2.37794E+01	-1.46246E-02
2.37843E+01	-1.46869E-02
2.37893E+01	-1.47448E-02
2.37942E+01	-1.47981E-02
2.37991E+01	-1.48467E-02
2.38019E+01	-1.48717E-02
2.38047E+01	-1.48953E-02
2.38074E+01	-1.49173E-02
2.38102E+01	-1.49379E-02
2.38130E+01	-1.49571E-02
2.38157E+01	-1.49748E-02
2.38185E+01	-1.49912E-02
2.38213E+01	-1.50063E-02
2.38233E+01	-1.50167E-02
2.38254E+01	-1.50263E-02
2.38274E+01	-1.50353E-02
2.38295E+01	-1.50436E-02
2.38311E+01	-1.50495E-02
2.38326E+01	-1.50549E-02
2.38342E+01	-1.50600E-02
2.38358E+01	-1.50646E-02
2.38373E+01	-1.50688E-02
2.38389E+01	-1.50725E-02
2.38405E+01	-1.50758E-02
2.38420E+01	-1.50787E-02
2.38453E+01	-1.50834E-02
2.38486E+01	-1.50862E-02
2.38519E+01	-1.50870E-02
2.38551E+01	-1.50860E-02
2.38583E+01	-1.50832E-02
2.38615E+01	-1.50786E-02
2.38647E+01	-1.50723E-02
2.38678E+01	-1.50642E-02
2.38710E+01	-1.50542E-02
2.38743E+01	-1.50425E-02
2.38775E+01	-1.50287E-02
2.38807E+01	-1.50131E-02
2.38838E+01	-1.49958E-02
2.38869E+01	-1.49767E-02
2.38901E+01	-1.49555E-02
2.38932E+01	-1.49323E-02
2.38985E+01	-1.48884E-02
2.39038E+01	-1.48384E-02
2.39091E+01	-1.47823E-02
2.39144E+01	-1.47200E-02
2.39199E+01	-1.46489E-02
2.39254E+01	-1.45712E-02
2.39309E+01	-1.44865E-02
2.39364E+01	-1.43951E-02
2.39408E+01	-1.43167E-02
2.39452E+01	-1.42340E-02
2.39497E+01	-1.41472E-02
2.39541E+01	-1.40563E-02
2.39580E+01	-1.39726E-02
2.39619E+01	-1.38858E-02
2.39658E+01	-1.37960E-02
2.39697E+01	-1.37028E-02
2.39741E+01	-1.35955E-02
2.39784E+01	-1.34838E-02
2.39828E+01	-1.33677E-02
2.39871E+01	-1.32472E-02
2.39908E+01	-1.31405E-02
2.39945E+01	-1.30305E-02
2.39983E+01	-1.29172E-02
2.40020E+01	-1.28004E-02
2.40046E+01	-1.27146E-02
2.40073E+01	-1.26271E-02
2.40100E+01	-1.25377E-02
2.40126E+01	-1.24466E-02
2.40153E+01	-1.23538E-02
2.40179E+01	-1.22595E-02
2.40206E+01	-1.21637E-02
2.40233E+01	-1.20665E-02
2.40257E+01	-1.19785E-02
2.40280E+01	-1.18896E-02
2.40304E+01	-1.17998E-02
2.40328E+01	-1.17093E-02
2.40355E+01	-1.16044E-02
2.40383E+01	-1.14987E-02
2.40410E+01	-1.13922E-02
2.40438E+01	-1.12850E-02
2.40478E+01	-1.11272E-02
2.40518E+01	-1.09683E-02
2.40558E+01	-1.08086E-02
2.40598E+01	-1.06483E-02
2.40641E+01	-1.04781E-02
2.40683E+01	-1.03075E-02
2.40725E+01	-1.01368E-02
2.40768E+01	-9.96599E-03
2.40810E+01	-9.79584E-03
2.40853E+01	-9.62596E-03
2.40895E+01	-9.45650E-03
2.40937E+01	-9.28756E-03
2.40963E+01	-9.18647E-03
2.40988E+01	-9.08566E-03
2.41014E+01	-8.98516E-03
2.41039E+01	-8.88501E-03
2.41064E+01	-8.78519E-03
2.41090E+01	-8.68568E-03
2.41115E+01	-8.58644E-03
2.41141E+01	-8.48744E-03
2.41171E+01	-8.36724E-03
2.41202E+01	-8.24729E-03
2.41233E+01	-8.12755E-03
2.41264E+01	-8.00797E-03
2.41295E+01	-7.88854E-03
2.41326E+01	-7.76928E-03
2.41357E+01	-7.65023E-03
2.41388E+01	-7.53145E-03
2.41413E+01	-7.43337E-03
2.41439E+01	-7.33554E-03
2.41465E+01	-7.23798E-03
2.41490E+01	-7.14074E-03
2.41516E+01	-7.04384E-03
2.41541E+01	-6.94732E-03
2.41567E+01	-6.85121E-03
2.41592E+01	-6.75555E-03
2.41618E+01	-6.65943E-03
2.41644E+01	-6.56385E-03
2.41670E+01	-6.46882E-03
2.41696E+01	-6.37440E-03
2.41723E+01	-6.27741E-03
2.41749E+01	-6.18114E-03
2.41776E+01	-6.08566E-03
2.41803E+01	-5.99100E-03
2.41832E+01	-5.88978E-03
2.41860E+01	-5.78960E-03
2.41889E+01	-5.69051E-03
2.41918E+01	-5.59255E-03
2.41963E+01	-5.44319E-03
2.42007E+01	-5.29670E-03
2.42052E+01	-5.15316E-03
2.42097E+01	-5.01266E-03
2.42150E+01	-4.84951E-03
2.42203E+01	-4.69102E-03
2.42256E+01	-4.53752E-03
2.42309E+01	-4.38938E-03
2.42355E+01	-4.26509E-03
2.42402E+01	-4.14551E-03
2.42448E+01	-4.03102E-03
2.42494E+01	-3.92192E-03
2.42540E+01	-3.81850E-03
2.42587E+01	-3.72100E-03
2.42633E+01	-3.62962E-03
2.42679E+01	-3.54449E-03
2.42722E+01	-3.47047E-03
2.42766E+01	-3.40214E-03
2.42809E+01	-3.33960E-03
2.42852E+01	-3.28295E-03
2.42891E+01	-3.23741E-03
2.42930E+01	-3.19679E-03
2.42969E+01	-3.16120E-03
2.43007E+01	-3.13077E-03
2.43042E+01	-3.10776E-03
2.43078E+01	-3.08913E-03
2.43113E+01	-3.07496E-03
2.43148E+01	-3.06533E-03
2.43187E+01	-3.06002E-03
2.43226E+01	-3.06056E-03
2.43265E+01	-3.06710E-03
2.43304E+01	-3.07977E-03
2.43343E+01	-3.09867E-03
2.43382E+01	-3.12399E-03
2.43421E+01	-3.15587E-03
2.43460E+01	-3.19438E-03
2.43482E+01	-3.21851E-03
2.43503E+01	-3.24467E-03
2.43525E+01	-3.27286E-03
2.43547E+01	-3.30304E-03
2.43568E+01	-3.33520E-03
2.43590E+01	-3.36931E-03
2.43611E+01	-3.40533E-03
2.43633E+01	-3.44322E-03
2.43672E+01	-3.51620E-03
2.43711E+01	-3.59484E-03
2.43750E+01	-3.67879E-03
2.43789E+01	-3.76772E-03
2.43818E+01	-3.83730E-03
2.43847E+01	-3.90923E-03
2.43876E+01	-3.98326E-03
2.43905E+01	-4.05917E-03
2.43935E+01	-4.13680E-03
2.43964E+01	-4.21607E-03
2.43993E+01	-4.29688E-03
2.44022E+01	-4.37918E-03
2.44042E+01	-4.43479E-03
2.44061E+01	-4.49103E-03
2.44080E+01	-4.54788E-03
2.44100E+01	-4.60532E-03
2.44119E+01	-4.66336E-03
2.44139E+01	-4.72199E-03
2.44158E+01	-4.78120E-03
2.44178E+01	-4.84100E-03
2.44193E+01	-4.88770E-03
2.44208E+01	-4.93475E-03
2.44223E+01	-4.98215E-03
2.44238E+01	-5.02990E-03
2.44253E+01	-5.07799E-03
2.44268E+01	-5.12643E-03
2.44283E+01	-5.17522E-03
2.44298E+01	-5.22435E-03
2.44317E+01	-5.28784E-03
2.44336E+01	-5.35189E-03
2.44356E+01	-5.41648E-03
2.44375E+01	-5.48162E-03
2.44410E+01	-5.59993E-03
2.44444E+01	-5.71992E-03
2.44479E+01	-5.84153E-03
2.44514E+01	-5.96471E-03
2.44547E+01	-6.08380E-03
2.44580E+01	-6.20416E-03
2.44613E+01	-6.32566E-03
2.44646E+01	-6.44819E-03
2.44670E+01	-6.53847E-03
2.44694E+01	-6.62930E-03
2.44719E+01	-6.72070E-03
2.44743E+01	-6.81269E-03
2.44767E+01	-6.90531E-03
2.44791E+01	-6.99856E-03
2.44815E+01	-7.09246E-03
2.44840E+01	-7.18699E-03
2.44859E+01	-7.26397E-03
2.44879E+01	-7.34137E-03
2.44898E+01	-7.41917E-03
2.44918E+01	-7.49737E-03
2.44938E+01	-7.57595E-03
2.44957E+01	-7.65491E-03
2.44977E+01	-7.73426E-03
2.44996E+01	-7.81400E-03
2.45013E+01	-7.87965E-03
2.45029E+01	-7.94554E-03
2.45045E+01	-8.01168E-03
2.45061E+01	-8.07806E-03
2.45075E+01	-8.13877E-03
2.45090E+01	-8.19967E-03
2.45105E+01	-8.26075E-03
2.45119E+01	-8.32202E-03
2.45164E+01	-8.51198E-03
2.45210E+01	-8.70351E-03
2.45255E+01	-8.89648E-03
2.45300E+01	-9.09081E-03
2.45349E+01	-9.30501E-03
2.45399E+01	-9.52029E-03
2.45448E+01	-9.73641E-03
2.45498E+01	-9.95322E-03
2.45548E+01	-1.01767E-02
2.45599E+01	-1.04010E-02
2.45650E+01	-1.06262E-02
2.45701E+01	-1.08522E-02
2.45733E+01	-1.09964E-02
2.45765E+01	-1.11407E-02
2.45798E+01	-1.12850E-02
2.45830E+01	-1.14291E-02
2.45862E+01	-1.15730E-02
2.45895E+01	-1.17165E-02
2.45927E+01	-1.18594E-02
2.45959E+01	-1.20015E-02
2.45997E+01	-1.21643E-02
2.46034E+01	-1.23256E-02
2.46071E+01	-1.24854E-02
2.46109E+01	-1.26434E-02
2.46142E+01	-1.27833E-02
2.46175E+01	-1.29215E-02
2.46209E+01	-1.30580E-02
2.46242E+01	-1.31927E-02
2.46282E+01	-1.33497E-02
2.46321E+01	-1.35040E-02
2.46361E+01	-1.36552E-02
2.46400E+01	-1.38034E-02
2.46449E+01	-1.39823E-02
2.46498E+01	-1.41560E-02
2.46547E+01	-1.43243E-02
2.46596E+01	-1.44869E-02
2.46645E+01	-1.46438E-02
2.46694E+01	-1.47945E-02
2.46743E+01	-1.49388E-02
2.46792E+01	-1.50763E-02
2.46828E+01	-1.51736E-02
2.46864E+01	-1.52668E-02
2.46900E+01	-1.53558E-02
2.46937E+01	-1.54403E-02
2.46973E+01	-1.55202E-02
2.47009E+01	-1.55954E-02
2.47045E+01	-1.56657E-02
2.47082E+01	-1.57311E-02
2.47103E+01	-1.57682E-02
2.47125E+01	-1.58034E-02
2.47147E+01	-1.58368E-02
2.47169E+01	-1.58683E-02
2.47191E+01	-1.58981E-02
2.47213E+01	-1.59260E-02
2.47235E+01	-1.59521E-02
2.47257E+01	-1.59765E-02
2.47276E+01	-1.59962E-02
2.47295E+01	-1.60147E-02
2.47314E+01	-1.60320E-02
2.47333E+01	-1.60480E-02
2.47349E+01	-1.60610E-02
2.47365E+01	-1.60730E-02
2.47382E+01	-1.60842E-02
2.47398E+01	-1.60946E-02
2.47419E+01	-1.61062E-02
2.47439E+01	-1.61165E-02
2.47459E+01	-1.61258E-02
2.47479E+01	-1.61338E-02
2.47493E+01	-1.61388E-02
2.47507E+01	-1.61433E-02
2.47522E+01	-1.61473E-02
2.47536E+01	-1.61507E-02
2.47550E+01	-1.61537E-02
2.47564E+01	-1.61562E-02
2.47578E+01	-1.61583E-02
2.47592E+01	-1.61600E-02
2.47605E+01	-1.61612E-02
2.47618E+01	-1.61620E-02
2.47631E+01	-1.61625E-02
2.47644E+01	-1.61627E-02
2.47676E+01	-1.61617E-02
2.47708E+01	-1.61586E-02
2.47740E+01	-1.61536E-02
2.47771E+01	-1.61465E-02
2.47803E+01	-1.61375E-02
2.47835E+01	-1.61264E-02
2.47867E+01	-1.61133E-02
2.47899E+01	-1.60981E-02
2.47923E+01	-1.60853E-02
2.47947E+01	-1.60712E-02
2.47971E+01	-1.60559E-02
2.47995E+01	-1.60393E-02
2.48014E+01	-1.60251E-02
2.48033E+01	-1.60102E-02
2.48052E+01	-1.59943E-02
2.48071E+01	-1.59777E-02
2.48090E+01	-1.59602E-02
2.48109E+01	-1.59419E-02
2.48128E+01	-1.59228E-02
2.48147E+01	-1.59028E-02
2.48165E+01	-1.58830E-02
2.48183E+01	-1.58624E-02
2.48202E+01	-1.58411E-02
2.48220E+01	-1.58192E-02
2.48235E+01	-1.58005E-02
2.48250E+01	-1.57814E-02
2.48265E+01	-1.57619E-02
2.48280E+01	-1.57419E-02
2.48302E+01	-1.57125E-02
2.48324E+01	-1.56823E-02
2.48345E+01	-1.56512E-02
2.48367E+01	-1.56194E-02
2.48385E+01	-1.55922E-02
2.48403E+01	-1.55645E-02
2.48421E+01	-1.55362E-02
2.48439E+01	-1.55074E-02
2.48459E+01	-1.54759E-02
2.48478E+01	-1.54439E-02
2.48497E+01	-1.54113E-02
2.48517E+01	-1.53782E-02
2.48537E+01	-1.53420E-02
2.48558E+01	-1.53053E-02
2.48579E+01	-1.52679E-02
2.48600E+01	-1.52299E-02
2.48620E+01	-1.51913E-02
2.48641E+01	-1.51521E-02
2.48662E+01	-1.51122E-02
2.48683E+01	-1.50718E-02
2.48718E+01	-1.50014E-02
2.48754E+01	-1.49293E-02
2.48789E+01	-1.48553E-02
2.48824E+01	-1.47794E-02
2.48843E+01	-1.47378E-02
2.48862E+01	-1.46956E-02
2.48881E+01	-1.46528E-02
2.48900E+01	-1.46095E-02
2.48920E+01	-1.45656E-02
2.48939E+01	-1.45211E-02
2.48958E+01	-1.44759E-02
2.48977E+01	-1.44300E-02
2.49008E+01	-1.43532E-02
2.49039E+01	-1.42745E-02
2.49071E+01	-1.41940E-02
2.49102E+01	-1.41118E-02
2.49136E+01	-1.40189E-02
2.49171E+01	-1.39239E-02
2.49206E+01	-1.38268E-02
2.49240E+01	-1.37277E-02
2.49263E+01	-1.36616E-02
2.49286E+01	-1.35946E-02
2.49308E+01	-1.35269E-02
2.49331E+01	-1.34583E-02
2.49354E+01	-1.33890E-02
2.49376E+01	-1.33189E-02
2.49399E+01	-1.32482E-02
2.49422E+01	-1.31768E-02
2.49442E+01	-1.31137E-02
2.49462E+01	-1.30502E-02
2.49481E+01	-1.29864E-02
2.49501E+01	-1.29224E-02
2.49521E+01	-1.28601E-02
2.49540E+01	-1.27976E-02
2.49559E+01	-1.27349E-02
2.49579E+01	-1.26720E-02
2.49606E+01	-1.25817E-02
2.49634E+01	-1.24911E-02
2.49661E+01	-1.24002E-02
2.49689E+01	-1.23091E-02
2.49718E+01	-1.22139E-02
2.49747E+01	-1.21187E-02
2.49775E+01	-1.20234E-02
2.49804E+01	-1.19282E-02
2.49849E+01	-1.17782E-02
2.49895E+01	-1.16287E-02
2.49940E+01	-1.14803E-02
2.49986E+01	-1.13329E-02
2.50013E+01	-1.12465E-02
2.50040E+01	-1.11605E-02
2.50066E+01	-1.10749E-02
2.50093E+01	-1.09897E-02
2.50120E+01	-1.09049E-02
2.50147E+01	-1.08206E-02
2.50174E+01	-1.07365E-02
2.50201E+01	-1.06526E-02
2.50225E+01	-1.05760E-02
2.50250E+01	-1.04997E-02
2.50275E+01	-1.04237E-02
2.50299E+01	-1.03480E-02
2.50324E+01	-1.02727E-02
2.50348E+01	-1.01980E-02
2.50373E+01	-1.01238E-02
2.50398E+01	-1.00502E-02
2.50433E+01	-9.94575E-03
2.50468E+01	-9.84278E-03
2.50504E+01	-9.74143E-03
2.50539E+01	-9.64180E-03
2.50554E+01	-9.59881E-03
2.50570E+01	-9.55618E-03
2.50585E+01	-9.51390E-03
2.50601E+01	-9.47198E-03
2.50616E+01	-9.43042E-03
2.50632E+01	-9.38922E-03
2.50647E+01	-9.34838E-03
2.50662E+01	-9.30789E-03
2.50683E+01	-9.25322E-03
2.50705E+01	-9.19918E-03
2.50726E+01	-9.14577E-03
2.50747E+01	-9.09296E-03
2.50766E+01	-9.04463E-03
2.50786E+01	-8.99679E-03
2.50805E+01	-8.94944E-03
2.50825E+01	-8.90256E-03
2.50856E+01	-8.82905E-03
2.50887E+01	-8.75667E-03
2.50918E+01	-8.68540E-03
2.50949E+01	-8.61520E-03
2.50984E+01	-8.53518E-03
2.51020E+01	-8.45645E-03
2.51056E+01	-8.37884E-03
2.51092E+01	-8.30211E-03
2.51123E+01	-8.23638E-03
2.51154E+01	-8.17099E-03
2.51185E+01	-8.10591E-03
2.51216E+01	-8.04111E-03
2.51245E+01	-7.98062E-03
2.51274E+01	-7.92037E-03
2.51303E+01	-7.86039E-03
2.51332E+01	-7.80070E-03
2.51351E+01	-7.76225E-03
2.51370E+01	-7.72394E-03
2.51388E+01	-7.68579E-03
2.51407E+01	-7.64781E-03
2.51419E+01	-7.62462E-03
2.51430E+01	-7.60150E-03
2.51442E+01	-7.57847E-03
2.51453E+01	-7.55554E-03
2.51465E+01	-7.53271E-03
2.51476E+01	-7.50998E-03
2.51488E+01	-7.48737E-03
2.51499E+01	-7.46486E-03
2.51513E+01	-7.43870E-03
2.51526E+01	-7.41269E-03
2.51540E+01	-7.38681E-03
2.51553E+01	-7.36106E-03
2.51582E+01	-7.30605E-03
2.51611E+01	-7.25149E-03
2.51640E+01	-7.19726E-03
2.51669E+01	-7.14327E-03
2.51700E+01	-7.08485E-03
2.51732E+01	-7.02665E-03
2.51763E+01	-6.96867E-03
2.51794E+01	-6.91089E-03
2.51818E+01	-6.86749E-03
2.51842E+01	-6.82422E-03
2.51866E+01	-6.78108E-03
2.51889E+01	-6.73810E-03
2.51913E+01	-6.69528E-03
2.51937E+01	-6.65267E-03
2.51960E+01	-6.61033E-03
2.51984E+01	-6.56833E-03
2.52010E+01	-6.52284E-03
2.52036E+01	-6.47783E-03
2.52062E+01	-6.43332E-03
2.52087E+01	-6.38934E-03
2.52096E+01	-6.37576E-03
2.52104E+01	-6.36223E-03
2.52112E+01	-6.34875E-03
2.52120E+01	-6.33533E-03
2.52128E+01	-6.32196E-03
2.52136E+01	-6.30863E-03
2.52144E+01	-6.29536E-03
2.52152E+01	-6.28214E-03
2.52164E+01	-6.26327E-03
2.52175E+01	-6.24450E-03
2.52187E+01	-6.22585E-03
2.52198E+01	-6.20730E-03
2.52215E+01	-6.18130E-03
2.52231E+01	-6.15555E-03
2.52247E+01	-6.13006E-03
2.52264E+01	-6.10486E-03
2.52280E+01	-6.07998E-03
2.52296E+01	-6.05543E-03
2.52313E+01	-6.03123E-03
2.52329E+01	-6.00742E-03
2.52365E+01	-5.95617E-03
2.52401E+01	-5.90701E-03
2.52437E+01	-5.86012E-03
2.52473E+01	-5.81562E-03
2.52486E+01	-5.80065E-03
2.52499E+01	-5.78599E-03
2.52511E+01	-5.77164E-03
2.52524E+01	-5.75761E-03
2.52536E+01	-5.74390E-03
2.52549E+01	-5.73050E-03
2.52562E+01	-5.71742E-03
2.52574E+01	-5.70466E-03
2.52585E+01	-5.69399E-03
2.52596E+01	-5.68356E-03
2.52607E+01	-5.67335E-03
2.52618E+01	-5.66337E-03
2.52635E+01	-5.64804E-03
2.52652E+01	-5.63326E-03
2.52669E+01	-5.61901E-03
2.52686E+01	-5.60525E-03
2.52698E+01	-5.59569E-03
2.52710E+01	-5.58637E-03
2.52723E+01	-5.57730E-03
2.52735E+01	-5.56846E-03
2.52747E+01	-5.55986E-03
2.52759E+01	-5.55149E-03
2.52771E+01	-5.54336E-03
2.52784E+01	-5.53546E-03
2.52795E+01	-5.52861E-03
2.52806E+01	-5.52194E-03
2.52816E+01	-5.51546E-03
2.52827E+01	-5.50915E-03
2.52845E+01	-5.49919E-03
2.52863E+01	-5.48972E-03
2.52881E+01	-5.48075E-03
2.52899E+01	-5.47226E-03
2.52917E+01	-5.46427E-03
2.52935E+01	-5.45679E-03
2.52953E+01	-5.44983E-03
2.52971E+01	-5.44338E-03
2.52994E+01	-5.43580E-03
2.53017E+01	-5.42907E-03
2.53041E+01	-5.42316E-03
2.53064E+01	-5.41807E-03
2.53083E+01	-5.41447E-03
2.53102E+01	-5.41141E-03
2.53121E+01	-5.40888E-03
2.53140E+01	-5.40686E-03
2.53157E+01	-5.40551E-03
2.53174E+01	-5.40453E-03
2.53191E+01	-5.40391E-03
2.53207E+01	-5.40365E-03
2.53224E+01	-5.40374E-03
2.53241E+01	-5.40420E-03
2.53257E+01	-5.40503E-03
2.53274E+01	-5.40625E-03
2.53288E+01	-5.40753E-03
2.53301E+01	-5.40909E-03
2.53315E+01	-5.41092E-03
2.53328E+01	-5.41303E-03
2.53362E+01	-5.41954E-03
2.53395E+01	-5.42788E-03
2.53429E+01	-5.43810E-03
2.53462E+01	-5.45023E-03
2.53488E+01	-5.46074E-03
2.53513E+01	-5.47233E-03
2.53539E+01	-5.48499E-03
2.53564E+01	-5.49863E-03
2.53583E+01	-5.50906E-03
2.53601E+01	-5.51994E-03
2.53620E+01	-5.53124E-03
2.53638E+01	-5.54295E-03
2.53657E+01	-5.55506E-03
2.53675E+01	-5.56755E-03
2.53694E+01	-5.58041E-03
2.53712E+01	-5.59363E-03
2.53751E+01	-5.62244E-03
2.53790E+01	-5.65269E-03
2.53828E+01	-5.68429E-03
2.53867E+01	-5.71717E-03
2.53899E+01	-5.74553E-03
2.53932E+01	-5.77470E-03
2.53964E+01	-5.80466E-03
2.53996E+01	-5.83540E-03
2.54028E+01	-5.86691E-03
2.54061E+01	-5.89926E-03
2.54093E+01	-5.93250E-03
2.54125E+01	-5.96668E-03
2.54165E+01	-6.00956E-03
2.54204E+01	-6.05405E-03
2.54243E+01	-6.10032E-03
2.54282E+01	-6.14851E-03
2.54315E+01	-6.19072E-03
2.54348E+01	-6.23467E-03
2.54381E+01	-6.28053E-03
2.54414E+01	-6.32835E-03
2.54449E+01	-6.38016E-03
2.54483E+01	-6.43419E-03
2.54517E+01	-6.49047E-03
2.54552E+01	-6.54905E-03
2.54598E+01	-6.63205E-03
2.54645E+01	-6.71918E-03
2.54691E+01	-6.81022E-03
2.54738E+01	-6.90489E-03
2.54770E+01	-6.97184E-03
2.54801E+01	-7.04030E-03
2.54833E+01	-7.11029E-03
2.54865E+01	-7.18177E-03
2.54897E+01	-7.25482E-03
2.54929E+01	-7.32946E-03
2.54961E+01	-7.40562E-03
2.54993E+01	-7.48323E-03
2.55024E+01	-7.55973E-03
2.55055E+01	-7.63742E-03
2.55086E+01	-7.71630E-03
2.55117E+01	-7.79639E-03
2.55136E+01	-7.84606E-03
2.55155E+01	-7.89620E-03
2.55174E+01	-7.94683E-03
2.55193E+01	-7.99796E-03
2.55212E+01	-8.04960E-03
2.55230E+01	-8.10176E-03
2.55249E+01	-8.15445E-03
2.55268E+01	-8.20767E-03
2.55288E+01	-8.26306E-03
2.55307E+01	-8.31903E-03
2.55327E+01	-8.37558E-03
2.55347E+01	-8.43269E-03
2.55371E+01	-8.50435E-03
2.55395E+01	-8.57686E-03
2.55419E+01	-8.65023E-03
2.55443E+01	-8.72441E-03
2.55474E+01	-8.81926E-03
2.55505E+01	-8.91531E-03
2.55535E+01	-9.01248E-03
2.55566E+01	-9.11067E-03
2.55596E+01	-9.20977E-03
2.55627E+01	-9.30961E-03
2.55658E+01	-9.41000E-03
2.55688E+01	-9.51073E-03
2.55730E+01	-9.65016E-03
2.55773E+01	-9.78980E-03
2.55815E+01	-9.92940E-03
2.55857E+01	-1.00688E-02
2.55885E+01	-1.01602E-02
2.55913E+01	-1.02515E-02
2.55941E+01	-1.03425E-02
2.55968E+01	-1.04332E-02
2.55996E+01	-1.05236E-02
2.56024E+01	-1.06138E-02
2.56052E+01	-1.07037E-02
2.56080E+01	-1.07933E-02
2.56114E+01	-1.09028E-02
2.56148E+01	-1.10118E-02
2.56182E+01	-1.11203E-02
2.56216E+01	-1.12284E-02
2.56242E+01	-1.13092E-02
2.56267E+01	-1.13897E-02
2.56293E+01	-1.14698E-02
2.56318E+01	-1.15497E-02
2.56344E+01	-1.16293E-02
2.56370E+01	-1.17085E-02
2.56395E+01	-1.17874E-02
2.56421E+01	-1.18659E-02
2.56447E+01	-1.19464E-02
2.56473E+01	-1.20265E-02
2.56500E+01	-1.21062E-02
2.56526E+01	-1.21855E-02
2.56559E+01	-1.22842E-02
2.56592E+01	-1.23824E-02
2.56625E+01	-1.24803E-02
2.56658E+01	-1.25780E-02
2.56689E+01	-1.26726E-02
2.56721E+01	-1.27674E-02
2.56753E+01	-1.28623E-02
2.56785E+01	-1.29574E-02
2.56813E+01	-1.30414E-02
2.56841E+01	-1.31254E-02
2.56869E+01	-1.32091E-02
2.56897E+01	-1.32926E-02
2.56921E+01	-1.33623E-02
2.56944E+01	-1.34317E-02
2.56968E+01	-1.35009E-02
2.56991E+01	-1.35697E-02
2.57030E+01	-1.36826E-02
2.57069E+01	-1.37945E-02
2.57108E+01	-1.39055E-02
2.57147E+01	-1.40154E-02
2.57181E+01	-1.41099E-02
2.57214E+01	-1.42034E-02
2.57248E+01	-1.42960E-02
2.57282E+01	-1.43875E-02
2.57322E+01	-1.44930E-02
2.57361E+01	-1.45968E-02
2.57401E+01	-1.46984E-02
2.57440E+01	-1.47980E-02
2.57485E+01	-1.49092E-02
2.57531E+01	-1.50175E-02
2.57576E+01	-1.51227E-02
2.57621E+01	-1.52247E-02
2.57666E+01	-1.53236E-02
2.57712E+01	-1.54191E-02
2.57757E+01	-1.55108E-02
2.57802E+01	-1.55984E-02
2.57848E+01	-1.56817E-02
2.57893E+01	-1.57603E-02
2.57938E+01	-1.58338E-02
2.57984E+01	-1.59019E-02
2.58023E+01	-1.59566E-02
2.58063E+01	-1.60068E-02
2.58102E+01	-1.60522E-02
2.58142E+01	-1.60928E-02
2.58181E+01	-1.61284E-02
2.58221E+01	-1.61589E-02
2.58261E+01	-1.61842E-02
2.58300E+01	-1.62043E-02
2.58345E+01	-1.62205E-02
2.58389E+01	-1.62299E-02
2.58434E+01	-1.62323E-02
2.58479E+01	-1.62277E-02
2.58529E+01	-1.62140E-02
2.58579E+01	-1.61914E-02
2.58629E+01	-1.61598E-02
2.58679E+01	-1.61192E-02
2.58716E+01	-1.60839E-02
2.58753E+01	-1.60439E-02
2.58789E+01	-1.59993E-02
2.58826E+01	-1.59500E-02
2.58839E+01	-1.59305E-02
2.58853E+01	-1.59103E-02
2.58867E+01	-1.58894E-02
2.58880E+01	-1.58678E-02
2.58891E+01	-1.58512E-02
2.58901E+01	-1.58342E-02
2.58911E+01	-1.58169E-02
2.58921E+01	-1.57991E-02
2.58931E+01	-1.57810E-02
2.58942E+01	-1.57625E-02
2.58952E+01	-1.57436E-02
2.58962E+01	-1.57243E-02
2.58980E+01	-1.56900E-02
2.58998E+01	-1.56546E-02
2.59015E+01	-1.56181E-02
2.59033E+01	-1.55805E-02
2.59060E+01	-1.55209E-02
2.59087E+01	-1.54590E-02
2.59114E+01	-1.53949E-02
2.59141E+01	-1.53286E-02
2.59173E+01	-1.52484E-02
2.59205E+01	-1.51656E-02
2.59236E+01	-1.50806E-02
2.59268E+01	-1.49936E-02
2.59287E+01	-1.49409E-02
2.59306E+01	-1.48878E-02
