t,s	beta=200, m=067,  v=30m/s
7.27781E+00	-3.01681E-03
7.27991E+00	-3.00819E-03
7.28201E+00	-3.00129E-03
7.28411E+00	-2.99610E-03
7.28622E+00	-2.99261E-03
7.28832E+00	-2.99081E-03
7.29042E+00	-2.99070E-03
7.29252E+00	-2.99226E-03
7.29462E+00	-2.99547E-03
7.29689E+00	-3.00078E-03
7.29915E+00	-3.00799E-03
7.30142E+00	-3.01709E-03
7.30368E+00	-3.02804E-03
7.30596E+00	-3.04091E-03
7.30824E+00	-3.05562E-03
7.31052E+00	-3.07212E-03
7.31279E+00	-3.09038E-03
7.31546E+00	-3.11391E-03
7.31813E+00	-3.13975E-03
7.32079E+00	-3.16790E-03
7.32346E+00	-3.19838E-03
7.32677E+00	-3.23959E-03
7.33009E+00	-3.28445E-03
7.33341E+00	-3.33296E-03
7.33673E+00	-3.38511E-03
7.33947E+00	-3.43096E-03
7.34222E+00	-3.47928E-03
7.34496E+00	-3.53005E-03
7.34771E+00	-3.58325E-03
7.35083E+00	-3.64677E-03
7.35396E+00	-3.71340E-03
7.35708E+00	-3.78306E-03
7.36021E+00	-3.85567E-03
7.36288E+00	-3.91988E-03
7.36555E+00	-3.98600E-03
7.36822E+00	-4.05394E-03
7.37088E+00	-4.12355E-03
7.37333E+00	-4.18872E-03
7.37578E+00	-4.25501E-03
7.37822E+00	-4.32230E-03
7.38067E+00	-4.39047E-03
7.38315E+00	-4.46031E-03
7.38562E+00	-4.53094E-03
7.38810E+00	-4.60231E-03
7.39058E+00	-4.67437E-03
7.39305E+00	-4.74710E-03
7.39553E+00	-4.82048E-03
7.39801E+00	-4.89454E-03
7.40048E+00	-4.96925E-03
7.40275E+00	-5.03833E-03
7.40502E+00	-5.10794E-03
7.40729E+00	-5.17806E-03
7.40957E+00	-5.24868E-03
7.41331E+00	-5.36626E-03
7.41706E+00	-5.48513E-03
7.42081E+00	-5.60525E-03
7.42455E+00	-5.72658E-03
7.42725E+00	-5.81463E-03
7.42995E+00	-5.90327E-03
7.43264E+00	-5.99249E-03
7.43534E+00	-6.08227E-03
7.43804E+00	-6.17259E-03
7.44073E+00	-6.26341E-03
7.44343E+00	-6.35464E-03
7.44613E+00	-6.44624E-03
7.44919E+00	-6.55083E-03
7.45226E+00	-6.65590E-03
7.45533E+00	-6.76150E-03
7.45840E+00	-6.86771E-03
7.46093E+00	-6.95604E-03
7.46346E+00	-7.04505E-03
7.46600E+00	-7.13483E-03
7.46853E+00	-7.22544E-03
7.47031E+00	-7.28942E-03
7.47208E+00	-7.35380E-03
7.47386E+00	-7.41860E-03
7.47563E+00	-7.48381E-03
7.47741E+00	-7.54943E-03
7.47918E+00	-7.61546E-03
7.48096E+00	-7.68188E-03
7.48274E+00	-7.74869E-03
7.48481E+00	-7.82709E-03
7.48688E+00	-7.90597E-03
7.48895E+00	-7.98529E-03
7.49102E+00	-8.06501E-03
7.49326E+00	-8.15153E-03
7.49550E+00	-8.23836E-03
7.49774E+00	-8.32544E-03
7.49998E+00	-8.41275E-03
7.50392E+00	-8.56691E-03
7.50786E+00	-8.72153E-03
7.51180E+00	-8.87649E-03
7.51574E+00	-9.03171E-03
7.51946E+00	-9.17843E-03
7.52318E+00	-9.32527E-03
7.52690E+00	-9.47219E-03
7.53062E+00	-9.61914E-03
7.53460E+00	-9.77627E-03
7.53858E+00	-9.93333E-03
7.54256E+00	-1.00902E-02
7.54654E+00	-1.02469E-02
7.54843E+00	-1.03211E-02
7.55031E+00	-1.03952E-02
7.55220E+00	-1.04693E-02
7.55408E+00	-1.05432E-02
7.55597E+00	-1.06171E-02
7.55786E+00	-1.06910E-02
7.55974E+00	-1.07647E-02
7.56163E+00	-1.08384E-02
7.56343E+00	-1.09086E-02
7.56523E+00	-1.09788E-02
7.56703E+00	-1.10489E-02
7.56883E+00	-1.11190E-02
7.57103E+00	-1.12048E-02
7.57324E+00	-1.12906E-02
7.57545E+00	-1.13761E-02
7.57765E+00	-1.14615E-02
7.58015E+00	-1.15577E-02
7.58265E+00	-1.16535E-02
7.58514E+00	-1.17487E-02
7.58764E+00	-1.18434E-02
7.59042E+00	-1.19479E-02
7.59319E+00	-1.20514E-02
7.59597E+00	-1.21539E-02
7.59875E+00	-1.22552E-02
7.60153E+00	-1.23552E-02
7.60430E+00	-1.24539E-02
7.60708E+00	-1.25512E-02
7.60986E+00	-1.26469E-02
7.61242E+00	-1.27335E-02
7.61497E+00	-1.28187E-02
7.61753E+00	-1.29024E-02
7.62009E+00	-1.29844E-02
7.62437E+00	-1.31181E-02
7.62864E+00	-1.32471E-02
7.63292E+00	-1.33712E-02
7.63720E+00	-1.34904E-02
7.64047E+00	-1.35780E-02
7.64373E+00	-1.36627E-02
7.64699E+00	-1.37444E-02
7.65026E+00	-1.38233E-02
7.65352E+00	-1.38992E-02
7.65679E+00	-1.39722E-02
7.66005E+00	-1.40424E-02
7.66332E+00	-1.41098E-02
7.66542E+00	-1.41518E-02
7.66752E+00	-1.41927E-02
7.66963E+00	-1.42324E-02
7.67173E+00	-1.42712E-02
7.67306E+00	-1.42950E-02
7.67439E+00	-1.43185E-02
7.67572E+00	-1.43416E-02
7.67704E+00	-1.43642E-02
7.67837E+00	-1.43864E-02
7.67970E+00	-1.44082E-02
7.68103E+00	-1.44296E-02
7.68235E+00	-1.44505E-02
7.68369E+00	-1.44712E-02
7.68502E+00	-1.44913E-02
7.68636E+00	-1.45111E-02
7.68770E+00	-1.45304E-02
7.68969E+00	-1.45584E-02
7.69169E+00	-1.45854E-02
7.69369E+00	-1.46113E-02
7.69569E+00	-1.46361E-02
7.69731E+00	-1.46554E-02
7.69894E+00	-1.46741E-02
7.70056E+00	-1.46920E-02
7.70218E+00	-1.47092E-02
7.70337E+00	-1.47213E-02
7.70456E+00	-1.47331E-02
7.70574E+00	-1.47445E-02
7.70693E+00	-1.47555E-02
7.70812E+00	-1.47662E-02
7.70931E+00	-1.47764E-02
7.71050E+00	-1.47863E-02
7.71168E+00	-1.47958E-02
7.71294E+00	-1.48055E-02
7.71420E+00	-1.48148E-02
7.71545E+00	-1.48237E-02
7.71671E+00	-1.48322E-02
7.71959E+00	-1.48504E-02
7.72248E+00	-1.48669E-02
7.72536E+00	-1.48817E-02
7.72824E+00	-1.48952E-02
7.73027E+00	-1.49039E-02
7.73230E+00	-1.49120E-02
7.73433E+00	-1.49196E-02
7.73636E+00	-1.49266E-02
7.73839E+00	-1.49332E-02
7.74042E+00	-1.49392E-02
7.74245E+00	-1.49447E-02
7.74448E+00	-1.49498E-02
7.74634E+00	-1.49539E-02
7.74820E+00	-1.49577E-02
7.75006E+00	-1.49612E-02
7.75192E+00	-1.49644E-02
7.75428E+00	-1.49680E-02
7.75665E+00	-1.49713E-02
7.75901E+00	-1.49741E-02
7.76138E+00	-1.49765E-02
7.76516E+00	-1.49796E-02
7.76895E+00	-1.49817E-02
7.77274E+00	-1.49826E-02
7.77653E+00	-1.49825E-02
7.77878E+00	-1.49818E-02
7.78104E+00	-1.49807E-02
7.78329E+00	-1.49791E-02
7.78555E+00	-1.49770E-02
7.78780E+00	-1.49744E-02
7.79006E+00	-1.49712E-02
7.79231E+00	-1.49674E-02
7.79457E+00	-1.49628E-02
7.79675E+00	-1.49577E-02
7.79892E+00	-1.49518E-02
7.80110E+00	-1.49452E-02
7.80327E+00	-1.49379E-02
7.80615E+00	-1.49269E-02
7.80902E+00	-1.49148E-02
7.81190E+00	-1.49014E-02
7.81477E+00	-1.48870E-02
7.81758E+00	-1.48718E-02
7.82039E+00	-1.48556E-02
7.82320E+00	-1.48383E-02
7.82602E+00	-1.48201E-02
7.82839E+00	-1.48039E-02
7.83077E+00	-1.47871E-02
7.83314E+00	-1.47696E-02
7.83552E+00	-1.47515E-02
7.83827E+00	-1.47297E-02
7.84103E+00	-1.47072E-02
7.84378E+00	-1.46838E-02
7.84653E+00	-1.46598E-02
7.84895E+00	-1.46380E-02
7.85136E+00	-1.46157E-02
7.85377E+00	-1.45928E-02
7.85619E+00	-1.45694E-02
7.85858E+00	-1.45456E-02
7.86098E+00	-1.45212E-02
7.86338E+00	-1.44962E-02
7.86577E+00	-1.44707E-02
7.86875E+00	-1.44380E-02
7.87173E+00	-1.44042E-02
7.87471E+00	-1.43692E-02
7.87769E+00	-1.43330E-02
7.87978E+00	-1.43067E-02
7.88187E+00	-1.42798E-02
7.88397E+00	-1.42521E-02
7.88606E+00	-1.42236E-02
7.88816E+00	-1.41944E-02
7.89025E+00	-1.41642E-02
7.89234E+00	-1.41333E-02
7.89444E+00	-1.41014E-02
7.89617E+00	-1.40743E-02
7.89791E+00	-1.40466E-02
7.89964E+00	-1.40184E-02
7.90138E+00	-1.39895E-02
7.90273E+00	-1.39666E-02
7.90409E+00	-1.39433E-02
7.90544E+00	-1.39197E-02
7.90680E+00	-1.38958E-02
7.90815E+00	-1.38715E-02
7.90950E+00	-1.38470E-02
7.91086E+00	-1.38222E-02
7.91221E+00	-1.37972E-02
7.91338E+00	-1.37755E-02
7.91454E+00	-1.37536E-02
7.91570E+00	-1.37315E-02
7.91687E+00	-1.37092E-02
7.92098E+00	-1.36291E-02
7.92509E+00	-1.35469E-02
7.92921E+00	-1.34629E-02
7.93332E+00	-1.33773E-02
7.93568E+00	-1.33276E-02
7.93803E+00	-1.32775E-02
7.94039E+00	-1.32271E-02
7.94274E+00	-1.31763E-02
7.94510E+00	-1.31253E-02
7.94746E+00	-1.30741E-02
7.94981E+00	-1.30229E-02
7.95217E+00	-1.29716E-02
7.95482E+00	-1.29138E-02
7.95747E+00	-1.28561E-02
7.96012E+00	-1.27982E-02
7.96277E+00	-1.27404E-02
7.96475E+00	-1.26970E-02
7.96673E+00	-1.26535E-02
7.96872E+00	-1.26098E-02
7.97070E+00	-1.25660E-02
7.97268E+00	-1.25220E-02
7.97467E+00	-1.24778E-02
7.97665E+00	-1.24334E-02
7.97863E+00	-1.23888E-02
7.97960E+00	-1.23670E-02
7.98056E+00	-1.23453E-02
7.98152E+00	-1.23234E-02
7.98249E+00	-1.23015E-02
7.98345E+00	-1.22796E-02
7.98441E+00	-1.22576E-02
7.98537E+00	-1.22356E-02
7.98634E+00	-1.22136E-02
7.98784E+00	-1.21791E-02
7.98934E+00	-1.21446E-02
7.99084E+00	-1.21099E-02
7.99235E+00	-1.20752E-02
7.99519E+00	-1.20095E-02
7.99802E+00	-1.19435E-02
8.00086E+00	-1.18771E-02
8.00370E+00	-1.18104E-02
8.00621E+00	-1.17511E-02
8.00872E+00	-1.16916E-02
8.01123E+00	-1.16318E-02
8.01374E+00	-1.15719E-02
8.01659E+00	-1.15037E-02
8.01943E+00	-1.14353E-02
8.02228E+00	-1.13667E-02
8.02512E+00	-1.12980E-02
8.02810E+00	-1.12261E-02
8.03107E+00	-1.11541E-02
8.03405E+00	-1.10822E-02
8.03702E+00	-1.10104E-02
8.04000E+00	-1.09388E-02
8.04297E+00	-1.08674E-02
8.04595E+00	-1.07964E-02
8.04892E+00	-1.07257E-02
8.05274E+00	-1.06355E-02
8.05656E+00	-1.05456E-02
8.06037E+00	-1.04558E-02
8.06419E+00	-1.03657E-02
8.06781E+00	-1.02798E-02
8.07144E+00	-1.01933E-02
8.07507E+00	-1.01063E-02
8.07869E+00	-1.00187E-02
8.08116E+00	-9.95843E-03
8.08364E+00	-9.89783E-03
8.08611E+00	-9.83682E-03
8.08859E+00	-9.77543E-03
8.09106E+00	-9.71365E-03
8.09353E+00	-9.65146E-03
8.09601E+00	-9.58885E-03
8.09848E+00	-9.52577E-03
8.10151E+00	-9.44761E-03
8.10455E+00	-9.36868E-03
8.10759E+00	-9.28901E-03
8.11062E+00	-9.20862E-03
8.11315E+00	-9.14114E-03
8.11568E+00	-9.07318E-03
8.11821E+00	-9.00475E-03
8.12074E+00	-8.93589E-03
8.12353E+00	-8.85922E-03
8.12633E+00	-8.78210E-03
8.12913E+00	-8.70458E-03
8.13192E+00	-8.62674E-03
8.13472E+00	-8.54869E-03
8.13752E+00	-8.47056E-03
8.14032E+00	-8.39243E-03
8.14311E+00	-8.31434E-03
8.14621E+00	-8.22788E-03
8.14931E+00	-8.14149E-03
8.15242E+00	-8.05510E-03
8.15552E+00	-7.96871E-03
8.15841E+00	-7.88815E-03
8.16130E+00	-7.80769E-03
8.16420E+00	-7.72735E-03
8.16709E+00	-7.64718E-03
8.17164E+00	-7.52174E-03
8.17618E+00	-7.39694E-03
8.18072E+00	-7.27294E-03
8.18526E+00	-7.14994E-03
8.18820E+00	-7.07097E-03
8.19114E+00	-6.99260E-03
8.19408E+00	-6.91499E-03
8.19702E+00	-6.83826E-03
8.19996E+00	-6.76252E-03
8.20290E+00	-6.68779E-03
8.20584E+00	-6.61411E-03
8.20878E+00	-6.54148E-03
8.21167E+00	-6.47115E-03
8.21456E+00	-6.40186E-03
8.21745E+00	-6.33360E-03
8.22034E+00	-6.26639E-03
8.22471E+00	-6.16674E-03
8.22908E+00	-6.06962E-03
8.23345E+00	-5.97517E-03
8.23782E+00	-5.88353E-03
8.24200E+00	-5.79856E-03
8.24618E+00	-5.71640E-03
8.25037E+00	-5.63713E-03
8.25455E+00	-5.56082E-03
8.25858E+00	-5.49011E-03
8.26261E+00	-5.42211E-03
8.26665E+00	-5.35671E-03
8.27068E+00	-5.29382E-03
8.27315E+00	-5.25658E-03
8.27561E+00	-5.22026E-03
8.27808E+00	-5.18488E-03
8.28055E+00	-5.15047E-03
8.28301E+00	-5.11705E-03
8.28548E+00	-5.08467E-03
8.28794E+00	-5.05337E-03
8.29041E+00	-5.02315E-03
8.29458E+00	-4.97458E-03
8.29875E+00	-4.92922E-03
8.30292E+00	-4.88710E-03
8.30709E+00	-4.84824E-03
8.31104E+00	-4.81437E-03
8.31500E+00	-4.78344E-03
8.31896E+00	-4.75546E-03
8.32291E+00	-4.73046E-03
8.32729E+00	-4.70631E-03
8.33166E+00	-4.68597E-03
8.33603E+00	-4.66960E-03
8.34041E+00	-4.65732E-03
8.34515E+00	-4.64873E-03
8.34989E+00	-4.64515E-03
8.35463E+00	-4.64659E-03
8.35937E+00	-4.65291E-03
8.36219E+00	-4.65892E-03
8.36502E+00	-4.66652E-03
8.36784E+00	-4.67564E-03
8.37067E+00	-4.68624E-03
8.37291E+00	-4.69566E-03
8.37515E+00	-4.70601E-03
8.37739E+00	-4.71728E-03
8.37963E+00	-4.72947E-03
8.38187E+00	-4.74260E-03
8.38411E+00	-4.75669E-03
8.38635E+00	-4.77177E-03
8.38859E+00	-4.78784E-03
8.39253E+00	-4.81855E-03
8.39647E+00	-4.85240E-03
8.40041E+00	-4.88940E-03
8.40435E+00	-4.92959E-03
8.40829E+00	-4.97288E-03
8.41224E+00	-5.01922E-03
8.41618E+00	-5.06863E-03
8.42012E+00	-5.12112E-03
8.42367E+00	-5.17129E-03
8.42723E+00	-5.22443E-03
8.43078E+00	-5.28069E-03
8.43434E+00	-5.34020E-03
8.43826E+00	-5.40999E-03
8.44219E+00	-5.48429E-03
8.44612E+00	-5.56329E-03
8.45005E+00	-5.64714E-03
8.45374E+00	-5.73040E-03
8.45743E+00	-5.81796E-03
8.46112E+00	-5.90976E-03
8.46481E+00	-6.00574E-03
8.46762E+00	-6.08151E-03
8.47043E+00	-6.15958E-03
8.47323E+00	-6.23991E-03
8.47604E+00	-6.32242E-03
8.47885E+00	-6.40704E-03
8.48166E+00	-6.49367E-03
8.48447E+00	-6.58217E-03
8.48728E+00	-6.67240E-03
8.49021E+00	-6.76819E-03
8.49314E+00	-6.86552E-03
8.49607E+00	-6.96431E-03
8.49900E+00	-7.06446E-03
8.50399E+00	-7.23805E-03
8.50898E+00	-7.41514E-03
8.51397E+00	-7.59549E-03
8.51897E+00	-7.77887E-03
8.52337E+00	-7.94284E-03
8.52776E+00	-8.10890E-03
8.53216E+00	-8.27691E-03
8.53656E+00	-8.44675E-03
8.54084E+00	-8.61364E-03
8.54513E+00	-8.78194E-03
8.54941E+00	-8.95150E-03
8.55369E+00	-9.12214E-03
8.55658E+00	-9.23794E-03
8.55947E+00	-9.35408E-03
8.56236E+00	-9.47045E-03
8.56525E+00	-9.58698E-03
8.56815E+00	-9.70363E-03
8.57104E+00	-9.82045E-03
8.57393E+00	-9.93745E-03
8.57682E+00	-1.00547E-02
8.57950E+00	-1.01635E-02
8.58218E+00	-1.02725E-02
8.58486E+00	-1.03817E-02
8.58754E+00	-1.04910E-02
8.58933E+00	-1.05639E-02
8.59111E+00	-1.06369E-02
8.59290E+00	-1.07099E-02
8.59468E+00	-1.07830E-02
8.59647E+00	-1.08561E-02
8.59825E+00	-1.09292E-02
8.60004E+00	-1.10024E-02
8.60182E+00	-1.10756E-02
8.60458E+00	-1.11887E-02
8.60734E+00	-1.13019E-02
8.61010E+00	-1.14150E-02
8.61285E+00	-1.15281E-02
8.61649E+00	-1.16771E-02
8.62013E+00	-1.18258E-02
8.62377E+00	-1.19741E-02
8.62741E+00	-1.21218E-02
8.63105E+00	-1.22688E-02
8.63469E+00	-1.24149E-02
8.63833E+00	-1.25600E-02
8.64197E+00	-1.27041E-02
8.64628E+00	-1.28736E-02
8.65060E+00	-1.30416E-02
8.65491E+00	-1.32080E-02
8.65923E+00	-1.33730E-02
8.66447E+00	-1.35713E-02
8.66971E+00	-1.37674E-02
8.67494E+00	-1.39610E-02
8.68018E+00	-1.41517E-02
8.68480E+00	-1.43175E-02
8.68942E+00	-1.44807E-02
8.69403E+00	-1.46409E-02
8.69865E+00	-1.47978E-02
8.70329E+00	-1.49520E-02
8.70794E+00	-1.51023E-02
8.71258E+00	-1.52485E-02
8.71722E+00	-1.53903E-02
8.72187E+00	-1.55275E-02
8.72651E+00	-1.56601E-02
8.73115E+00	-1.57880E-02
8.73580E+00	-1.59109E-02
8.73960E+00	-1.60078E-02
8.74340E+00	-1.61011E-02
8.74720E+00	-1.61908E-02
8.75100E+00	-1.62768E-02
8.75659E+00	-1.63962E-02
8.76217E+00	-1.65067E-02
8.76776E+00	-1.66080E-02
8.77334E+00	-1.66995E-02
8.77837E+00	-1.67730E-02
8.78340E+00	-1.68376E-02
8.78843E+00	-1.68927E-02
8.79346E+00	-1.69379E-02
8.79713E+00	-1.69644E-02
8.80081E+00	-1.69852E-02
8.80449E+00	-1.70002E-02
8.80817E+00	-1.70092E-02
8.81105E+00	-1.70121E-02
8.81393E+00	-1.70113E-02
8.81681E+00	-1.70069E-02
8.81969E+00	-1.69989E-02
8.82257E+00	-1.69873E-02
8.82545E+00	-1.69722E-02
8.82833E+00	-1.69536E-02
8.83121E+00	-1.69318E-02
8.83442E+00	-1.69036E-02
8.83762E+00	-1.68715E-02
8.84082E+00	-1.68357E-02
8.84402E+00	-1.67962E-02
8.84691E+00	-1.67575E-02
8.84979E+00	-1.67162E-02
8.85268E+00	-1.66723E-02
8.85556E+00	-1.66261E-02
8.85905E+00	-1.65673E-02
8.86253E+00	-1.65053E-02
8.86601E+00	-1.64400E-02
8.86949E+00	-1.63715E-02
8.87516E+00	-1.62533E-02
8.88082E+00	-1.61267E-02
8.88648E+00	-1.59918E-02
8.89215E+00	-1.58488E-02
8.89580E+00	-1.57524E-02
8.89945E+00	-1.56528E-02
8.90310E+00	-1.55503E-02
8.90676E+00	-1.54448E-02
8.91041E+00	-1.53365E-02
8.91406E+00	-1.52256E-02
8.91771E+00	-1.51124E-02
8.92136E+00	-1.49970E-02
8.92395E+00	-1.49140E-02
8.92654E+00	-1.48301E-02
8.92914E+00	-1.47454E-02
8.93173E+00	-1.46598E-02
8.93379E+00	-1.45911E-02
8.93585E+00	-1.45219E-02
8.93792E+00	-1.44522E-02
8.93998E+00	-1.43820E-02
8.94204E+00	-1.43114E-02
8.94411E+00	-1.42402E-02
8.94617E+00	-1.41685E-02
8.94823E+00	-1.40964E-02
8.95163E+00	-1.39765E-02
8.95503E+00	-1.38554E-02
8.95843E+00	-1.37330E-02
8.96182E+00	-1.36094E-02
8.96523E+00	-1.34844E-02
8.96863E+00	-1.33582E-02
8.97203E+00	-1.32309E-02
8.97543E+00	-1.31025E-02
8.97724E+00	-1.30339E-02
8.97904E+00	-1.29650E-02
8.98085E+00	-1.28959E-02
8.98265E+00	-1.28264E-02
8.98446E+00	-1.27566E-02
8.98626E+00	-1.26865E-02
8.98806E+00	-1.26162E-02
8.98987E+00	-1.25455E-02
8.99152E+00	-1.24806E-02
8.99317E+00	-1.24154E-02
8.99483E+00	-1.23500E-02
8.99648E+00	-1.22844E-02
8.99893E+00	-1.21867E-02
9.00138E+00	-1.20885E-02
9.00383E+00	-1.19898E-02
9.00628E+00	-1.18905E-02
9.00779E+00	-1.18287E-02
9.00931E+00	-1.17666E-02
9.01083E+00	-1.17042E-02
9.01235E+00	-1.16415E-02
9.01387E+00	-1.15784E-02
9.01538E+00	-1.15151E-02
9.01690E+00	-1.14515E-02
9.01842E+00	-1.13876E-02
9.02223E+00	-1.12259E-02
9.02604E+00	-1.10624E-02
9.02984E+00	-1.08971E-02
9.03365E+00	-1.07303E-02
9.03680E+00	-1.05915E-02
9.03995E+00	-1.04520E-02
9.04309E+00	-1.03119E-02
9.04624E+00	-1.01715E-02
9.05154E+00	-9.93445E-03
9.05683E+00	-9.69691E-03
9.06212E+00	-9.45924E-03
9.06742E+00	-9.22182E-03
9.07278E+00	-8.98221E-03
9.07813E+00	-8.74359E-03
9.08349E+00	-8.50644E-03
9.08884E+00	-8.27120E-03
9.09348E+00	-8.06956E-03
9.09811E+00	-7.86984E-03
9.10275E+00	-7.67216E-03
9.10738E+00	-7.47678E-03
9.11127E+00	-7.31451E-03
9.11517E+00	-7.15396E-03
9.11906E+00	-6.99527E-03
9.12295E+00	-6.83860E-03
9.12799E+00	-6.63923E-03
9.13302E+00	-6.44419E-03
9.13806E+00	-6.25415E-03
9.14309E+00	-6.06975E-03
9.14648E+00	-5.94931E-03
9.14986E+00	-5.83184E-03
9.15324E+00	-5.71750E-03
9.15662E+00	-5.60646E-03
9.16000E+00	-5.49887E-03
9.16339E+00	-5.39488E-03
9.16677E+00	-5.29463E-03
9.17015E+00	-5.19822E-03
9.17221E+00	-5.14147E-03
9.17427E+00	-5.08618E-03
9.17633E+00	-5.03238E-03
9.17839E+00	-4.98006E-03
9.17984E+00	-4.94407E-03
9.18129E+00	-4.90883E-03
9.18274E+00	-4.87434E-03
9.18419E+00	-4.84059E-03
9.18564E+00	-4.80759E-03
9.18709E+00	-4.77533E-03
9.18854E+00	-4.74381E-03
9.19000E+00	-4.71304E-03
9.19195E+00	-4.67286E-03
9.19390E+00	-4.63400E-03
9.19584E+00	-4.59644E-03
9.19779E+00	-4.56019E-03
9.20099E+00	-4.50349E-03
9.20419E+00	-4.45018E-03
9.20739E+00	-4.40019E-03
9.21059E+00	-4.35345E-03
9.21404E+00	-4.30663E-03
9.21748E+00	-4.26334E-03
9.22093E+00	-4.22341E-03
9.22438E+00	-4.18669E-03
9.22657E+00	-4.16496E-03
9.22876E+00	-4.14452E-03
9.23095E+00	-4.12539E-03
9.23315E+00	-4.10757E-03
9.23534E+00	-4.09108E-03
9.23753E+00	-4.07597E-03
9.23973E+00	-4.06224E-03
9.24192E+00	-4.04991E-03
9.24392E+00	-4.03987E-03
9.24593E+00	-4.03099E-03
9.24793E+00	-4.02327E-03
9.24994E+00	-4.01671E-03
9.25215E+00	-4.01078E-03
9.25436E+00	-4.00623E-03
9.25657E+00	-4.00300E-03
9.25878E+00	-4.00109E-03
9.26095E+00	-4.00046E-03
9.26312E+00	-4.00102E-03
9.26529E+00	-4.00276E-03
9.26747E+00	-4.00564E-03
9.26964E+00	-4.00961E-03
9.27181E+00	-4.01464E-03
9.27398E+00	-4.02067E-03
9.27616E+00	-4.02764E-03
9.27819E+00	-4.03497E-03
9.28021E+00	-4.04308E-03
9.28224E+00	-4.05194E-03
9.28427E+00	-4.06155E-03
9.28630E+00	-4.07190E-03
9.28833E+00	-4.08302E-03
9.29036E+00	-4.09488E-03
9.29239E+00	-4.10749E-03
9.29519E+00	-4.12606E-03
9.29799E+00	-4.14591E-03
9.30079E+00	-4.16692E-03
9.30359E+00	-4.18903E-03
9.30704E+00	-4.21775E-03
9.31049E+00	-4.24810E-03
9.31394E+00	-4.28010E-03
9.31739E+00	-4.31377E-03
9.32091E+00	-4.34989E-03
9.32443E+00	-4.38785E-03
9.32795E+00	-4.42773E-03
9.33148E+00	-4.46960E-03
9.33344E+00	-4.49382E-03
9.33540E+00	-4.51870E-03
9.33736E+00	-4.54426E-03
9.33932E+00	-4.57051E-03
9.34128E+00	-4.59748E-03
9.34324E+00	-4.62518E-03
9.34520E+00	-4.65367E-03
9.34716E+00	-4.68296E-03
9.34972E+00	-4.72238E-03
9.35228E+00	-4.76320E-03
9.35483E+00	-4.80539E-03
9.35739E+00	-4.84892E-03
9.35986E+00	-4.89215E-03
9.36233E+00	-4.93650E-03
9.36479E+00	-4.98196E-03
9.36726E+00	-5.02849E-03
9.36943E+00	-5.07033E-03
9.37161E+00	-5.11302E-03
9.37378E+00	-5.15656E-03
9.37595E+00	-5.20095E-03
9.37887E+00	-5.26184E-03
9.38178E+00	-5.32425E-03
9.38469E+00	-5.38818E-03
9.38761E+00	-5.45361E-03
9.38943E+00	-5.49526E-03
9.39125E+00	-5.53748E-03
9.39307E+00	-5.58028E-03
9.39490E+00	-5.62366E-03
9.39672E+00	-5.66762E-03
9.39854E+00	-5.71214E-03
9.40036E+00	-5.75718E-03
9.40218E+00	-5.80269E-03
9.40431E+00	-5.85642E-03
9.40644E+00	-5.91075E-03
9.40856E+00	-5.96564E-03
9.41069E+00	-6.02110E-03
9.41289E+00	-6.07892E-03
9.41508E+00	-6.13733E-03
9.41728E+00	-6.19631E-03
9.41948E+00	-6.25587E-03
9.42167E+00	-6.31602E-03
9.42387E+00	-6.37675E-03
9.42607E+00	-6.43806E-03
9.42826E+00	-6.49996E-03
9.43107E+00	-6.57992E-03
9.43388E+00	-6.66082E-03
9.43669E+00	-6.74263E-03
9.43949E+00	-6.82531E-03
9.44230E+00	-6.90881E-03
9.44511E+00	-6.99301E-03
9.44792E+00	-7.07778E-03
9.45072E+00	-7.16300E-03
9.45384E+00	-7.25797E-03
9.45695E+00	-7.35341E-03
9.46007E+00	-7.44936E-03
9.46318E+00	-7.54580E-03
9.46585E+00	-7.62869E-03
9.46851E+00	-7.71193E-03
9.47118E+00	-7.79553E-03
9.47384E+00	-7.87943E-03
9.47616E+00	-7.95248E-03
9.47847E+00	-8.02564E-03
9.48078E+00	-8.09887E-03
9.48310E+00	-8.17209E-03
9.48453E+00	-8.21735E-03
9.48596E+00	-8.26254E-03
9.48739E+00	-8.30766E-03
9.48882E+00	-8.35270E-03
9.49026E+00	-8.39765E-03
9.49169E+00	-8.44248E-03
9.49312E+00	-8.48720E-03
9.49455E+00	-8.53177E-03
9.49655E+00	-8.59374E-03
9.49854E+00	-8.65539E-03
9.50054E+00	-8.71669E-03
9.50254E+00	-8.77762E-03
9.50589E+00	-8.87903E-03
9.50925E+00	-8.97923E-03
9.51260E+00	-9.07817E-03
9.51596E+00	-9.17580E-03
9.51819E+00	-9.24002E-03
9.52042E+00	-9.30366E-03
9.52265E+00	-9.36672E-03
9.52488E+00	-9.42922E-03
9.52711E+00	-9.49117E-03
9.52934E+00	-9.55259E-03
9.53158E+00	-9.61348E-03
9.53381E+00	-9.67388E-03
9.53563E+00	-9.72299E-03
9.53746E+00	-9.77177E-03
9.53929E+00	-9.82023E-03
9.54112E+00	-9.86838E-03
9.54385E+00	-9.93968E-03
9.54657E+00	-1.00103E-02
9.54930E+00	-1.00803E-02
9.55203E+00	-1.01497E-02
9.55477E+00	-1.02189E-02
9.55751E+00	-1.02877E-02
9.56026E+00	-1.03560E-02
9.56300E+00	-1.04241E-02
9.56579E+00	-1.04932E-02
